AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,CanonicalUrl,ConditionStatement,ControlStatement,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Location,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,SearchDescription,SearchKeywords,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,WaterTenders
20,FALSE,CAL FIRE Tehama-Glenn Unit ,,2017,TRUE,/incidents/2017/10/3/36-fire/,,,Tehama,52,,,,2018-01-09T13:29:00Z,,FALSE,TRUE,,,,40.20077,"off Hwy 36W and Monroe St., West Red Bluff",-122.24731,FALSE,36 Fire,100,,TRUE,"The 36 Fire started on October 3, 2017 off of off Hwy 36W and Monroe St., West Red Bluff in Tehama County and burned 20 acres.","Highway 36 West, Monroe Street, West Red Bluff, Tehama County, October 2017 ",2017-10-03T16:22:00Z,Finalized,,,,,
20,FALSE,CAL FIRE Tuolumne-Calaveras Unit,,2017,TRUE,/incidents/2017/8/1/falls-fire/,,,Tuolumne,55,,,,2018-01-09T12:16:00Z,,FALSE,TRUE,,,,37.65986,"Off Merced Falls Rd, northwest of Lake McClure ",-120.31157,FALSE,Falls Fire,100,,TRUE,"The Falls Fire started on August 8, 2017 off Merced Falls Rd, northwest of Lake McClure (Tuolumne County) and burned 20 acres.","Falls Fire, Tuolumne County, Merced Falls Rd, Lake McClure, August 2017",2017-08-01T16:33:00Z,Finalized,,,,,
20,FALSE,San Bernardino National Forest - USFS ,,2017,FALSE,/incidents/2017/7/22/seine-fire/,,,San Bernardino,36,,,,2018-01-09T12:03:00Z,,FALSE,TRUE,,,,34.139,"off Piedmont Drive and Seine Avenue, Highland",-117.199,FALSE,Seine Fire,100,,TRUE,"The Seine Fire started on July 22, 2017 off Piedmont Drive and Seine Avenue, Highland in San Bernardino County and burned 20 acres.","Piedmont Drive, Seine Avenue, Highland, San Bernardino County, San Bernardino National Forest, July 2017",2017-07-22T15:49:00Z,Finalized,,,,,
20,FALSE,CAL FIRE Mendocino Unit,,2017,TRUE,/incidents/2017/7/17/range-fire/,The fire is fully contained. ,,Mendocino,23,,,,2018-01-09T11:58:00Z,,FALSE,TRUE,,,,39.13207,"on Cow Mountain, west of Ukiah ",-123.10227,TRUE,Range Fire,100,,TRUE,"The Range fire started on July 17, 2017 on Cow Mountain, west of Ukiah in Mendocino County and burned 20 acres.","Range Fire, Mendocino County, July 17, 2017, Cow Mountain",2017-07-17T12:37:00Z,Finalized,,,,,
20,FALSE,CAL FIRE / Riverside County Fire,,2017,TRUE,/incidents/2017/6/13/reed-fire/,,,Riverside,33,,,,2018-01-09T10:32:00Z,,FALSE,TRUE,,,,33.52584,"off Reed Valley Road, north of Wilson Valley Road, Community of Aguanga",-116.85226,FALSE,Reed Fire,100,,TRUE,"The Reed Fire started on June 13, 2017 off Reed Valley Road, north of Wilson Valley Road, Community of Aguanga (Riverside County) and burned 20 acres.","Reed Fire, Riverside County, June 2017, Aguanga",2017-06-13T17:21:00Z,Finalized,,,,,
20,FALSE,CAL FIRE Santa Clara Unit,,2017,TRUE,/incidents/2017/6/5/fish-fire/,,,Contra Costa,7,,,,2018-01-09T10:26:00Z,,FALSE,TRUE,,,,37.86549,"Hwy 24, Orinda  ",-122.2102,FALSE,Fish Fire,100,,TRUE,"The Fish Fire started on June 5, 2017 off of Hwy 24 near Orinda, Contra Costa County and burned 20 acres.","Fish Fire, Contra Costa County, June  2017 ",2017-06-05T13:17:00Z,Finalized,,,,,
20,FALSE,CAL FIRE/Fresno County Fire,,2017,TRUE,/incidents/2017/5/18/city-fire/,,,Kings,16,,,,2018-01-09T10:04:00Z,,FALSE,TRUE,,,,35.983,"off of Hwy 41 & I-5, south of Kettleman City",-119.91508,FALSE,City Fire,100,,TRUE,"The City Fire started on May 18 off of Hwy 41 & I-5, south of Kettleman City in Kings County and burned 20 acres. ","off of Hwy 41 & I-5, south of Kettleman City, Kings County, City Fire, May 2017",2017-05-18T12:54:00Z,Finalized,,,,,
20,FALSE,CAL FIRE San Benito-Monterey Unit,,2017,TRUE,/incidents/2017/5/14/nacimiento-fire/,,,Monterey,27,,,,2018-01-09T09:56:00Z,,FALSE,TRUE,,,,35.77082,"Off Nacimiento Lake Drive and Bee Rock Rd., near Bradley",-120.92482,FALSE,Nacimiento Fire,100,,TRUE,"The Nacimiento Fire started on May 14, 2017 off Nacimiento Lake Drive and Bee Rock Rd., near Bradley in Monterey County and burned 20 acres.","Nacimiento Fire, Monterey County, May 2017, Bradley, Bee Rock Road, Nacimiento Lake Drive",2017-05-14T12:00:00Z,Finalized,,,,,
19,FALSE,CAL FIRE/Riverside County Fire Department,,2017,TRUE,/incidents/2017/12/13/longhorn-fire/,,,Riverside,33,,,,2018-01-09T13:49:00Z,,FALSE,TRUE,,,,33.88994,"off Shirleon Road and Old Banning and Idyllwild Road, Banning area",-116.91023,FALSE,Longhorn Fire,100,,TRUE,"The Longhorn Fire started on December 13, 2017 off of off Shirleon Road and Old Banning and Idyllwild Road in Banning area (Riverside County) and burned 19.5 acres. It was contained on December 13, 2017.","Longhorn, Fire, Riverside County, Shirleon Road, Old Banning, Idyllwild Road, December 13, 2017",2017-12-13T15:27:00Z,Finalized,,,,,
19,FALSE,CAL FIRE Nevada-Yuba-Placer Unit,,2017,TRUE,/incidents/2017/10/10/garden-fire/,,,Nevada,29,,,,2018-01-09T13:33:00Z,,FALSE,TRUE,,,,39.06414,"off Wolf Road and Garden Bar Rd, northwest of Higgins Corner",-121.13737,FALSE,Garden Fire,100,,TRUE,"The Garden Fire started on October 10, 2017 off of Wolf Road and Garden Bar Rd, northwest of Higgins Corner (Nevada County) and burned","Garden Fire, Nevada County, September 10, 2017",2017-10-10T12:30:00Z,Finalized,,,,,
19,FALSE,CAL FIRE/Riverside County Fire,,2017,TRUE,/incidents/2017/8/13/nuevo-fire/,,,Riverside,33,,,,2018-01-09T12:38:00Z,,FALSE,TRUE,,,,33.797216,Nuevo Road and Montgomery Road,-117.124538,FALSE,Nuevo Fire,100,,TRUE,"The Nuevo Fire started on August 13, 2017, Nuevo Rd and Montgomery Rd in northeast of the City of Menifee in Riverside County and burned 19 acres. ","Nuevo Fire, Riverside County, Nuevo Road, Montgomery Road, August 2017, ",2017-08-13T13:34:00Z,Finalized,,,,,
19,FALSE,Six Rivers National Forest,,2017,FALSE,/incidents/2017/8/1/sway-fire/,,,Humboldt,12,,,,2018-01-09T12:16:00Z,,FALSE,TRUE,,,,40.39799,"Swayback Ridge, 5 southwest of Mad River",-123.57562,FALSE,Sway Fire,100,,TRUE,"The Sway Fire started August 1, 2017 off Swayback Ridge, southwest of Mad River (Humboldt County) and burned 19 acres.","Sway Fire, August 1, 2017, Humboldt County, Swayback Ridge, Mad River",2017-08-01T10:23:00Z,Finalized,,,,,
19,FALSE,CAL FIRE Tuolumne-Calaveras Unit,,2017,TRUE,/incidents/2017/7/18/willms-fire/,,,Stanislaus,50,,,,2018-01-09T12:01:00Z,,FALSE,TRUE,,,,37.81827,10 miles east of Oakdale,-120.65764,FALSE,Willms Fire,100,,TRUE,"The Willms fire started on July 18, 2017 10 miles east of Oakdale in Stanislaus County and burned 19 acres.","Willms Fire, Stanislaus County, July 18, 2018 Oakdale",2017-07-18T22:39:00Z,Finalized,,,,,
19,FALSE,CAL FIRE Siskiyou Unit,,2017,TRUE,/incidents/2017/6/26/king-fire/,,,Siskiyou,47,,,,2018-01-09T11:08:00Z,,FALSE,TRUE,,,,40.703775,off Campus Dr. and Moonlit Oaks Ave. in Yreka ,-122.645079,TRUE,King Fire,100,,TRUE,"The King Fire started on June 26, 2017 off Campus Dr. and Moonlit Oaks Ave in Yreka and burned 19 acres.","King Fire, Siskiyou County, Campus Dr., Moonlit Oaks Ave., Yreka, June 2017",2017-06-26T12:30:00Z,Finalized,,,,,
19,FALSE,Kern County Fire,,2017,TRUE,/incidents/2017/5/1/fay-fire/,,,Kern,15,,,,2018-01-09T09:54:00Z,,FALSE,TRUE,,,,35.71704,"Fay Ranch Rd, northeast of Lake Isabella",-118.30601,FALSE,Fay Fire,100,,TRUE,"The Fay Fire started on May 1, 2017 off of Fay Ranch Rd, northeast of Lake Isabella (Kern County) and burned 19 acres.","Fay Fire, Kern County, Fay Ranch Rd, Lake Isabella, May 2017",2017-05-01T12:44:00Z,Finalized,,,,,
18,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2017,TRUE,/incidents/2017/8/27/bodega-fire/,,,Sonoma,49,,,,2018-01-09T12:45:00Z,,FALSE,TRUE,,,,38.26294,"Bodega Ave and Nosecchi Rd., east of Petaluma",-122.71998,FALSE,Bodega Fire,100,,TRUE,"The Bodega Fire started on August 27, 2017 off Boadega Avenue and Nosecchi Road, east of Petaluma in Sonoma County and burned 18 acres.","Bodega Fire, Sonoma County, August 27, 2017, Petaluma",2017-08-27T13:30:00Z,Finalized,,,,,
18,FALSE,CAL FIRE / Butte County Fire,,2017,TRUE,/incidents/2017/7/4/lakeland-fire/,,,Butte,4,,,,2018-01-09T11:43:00Z,,FALSE,TRUE,,,,39.53944,"Off Lakeland Blvd & Feather River, east of Oroville ",-121.54722,FALSE,Lakeland Fire,100,,TRUE,"The Lakeland Fire started on July 4, 2017 off off Lakeland Blvd & Feather River, east of Oroville (Butte County) and burned 18 acres.","Lakeland Fire, Lakeland Blvd, Feather River, Oroville , Butte County, July 2017",2017-07-04T15:45:00Z,Finalized,,,,,
18,FALSE,CAL FIRE Fresno-Kings Unit,,2017,TRUE,/incidents/2017/5/28/panoche-fire/,,,Fresno,10,,,,2018-01-09T10:21:00Z,,FALSE,TRUE,,,,36.61332,off Panoche Rd. 4 miles W of I-5 (Fresno County). ,-120.7109,FALSE,Panoche Fire,100,,TRUE,"The Panoche Fire started on May 28, 2017 off Ponache Rd, 4 miles west of I-5 in Fresno County and burned 18 acres.","Panoche Fire, May 2017, Ponache Rd, 1-5, Fresno County",2017-05-28T16:16:00Z,Finalized,,,,,
18,FALSE,CAL FIRE San Benito - Monterey Unit,,2017,TRUE,/incidents/2017/5/16/pine-fire/,,,Monterey,27,,,,2018-01-09T09:58:00Z,,FALSE,TRUE,,,,36.1727,"off of Hwy 198 and Pine Valley Road, southwest of King City",-120.86682,FALSE,Pine Fire,100,,TRUE,"The Pine Fire started on May 16, 2017 off Hwy 198 and Pine Valley Road,  southwest of King City (Monterey County) and burned 18 acres.","Pine Fire, Hwy 198 and Pine Valley Road,  southwest of King City, Monterey County, May 2017",2017-05-16T16:10:00Z,Finalized,,,,,
17,FALSE,CAL FIRE Madera-Mariposa-Merced Unit,,2017,TRUE,/incidents/2017/10/3/ramblin-fire/,,,Mariposa,22,,,,2018-01-09T13:29:00Z,,FALSE,TRUE,,,,37.41231,"Ramblin Road and Mount Lilac Road, 4 miles south of Bootjack",-119.87465,FALSE,Ramblin Fire,100,,TRUE,"The Ramblin Fire started on October 3, 2017  off Ramblin Road and Mount Lilac Road, 4 miles south of Bootjack in Mariposa County and burned 17 acres. ","Ramblin Road, Mount Lilac Road, Bootjack, Mariposa County, October 2017, ",2017-10-03T11:44:00Z,Finalized,,,,,
17,FALSE,CAL FIRE Shasta-Trinity Unit,,2017,TRUE,/incidents/2017/8/17/corner-fire/,Full containment has been reached and firefighters will patrol the area tomorrow.,,Shasta,45,1,,2,2018-01-09T12:42:00Z,,FALSE,TRUE,,,,40.92602,HWY 299 just south of HWY 89 near Cassel,-121.5935,TRUE,Corner Fire,100,20,TRUE,"The Corner Fire started on August 17, 2017 off of HWY 299 just south of HWY 89 near Cassel (Shasta County) and burned 17 acres.","Corner Fire, August, 2017, HWY 299, highway 299, HWY 89, highway 89, Cassel, Shasta County",2017-08-17T14:15:00Z,Finalized,,,,,
17,FALSE,CAL FIRE Shasta Trinity Unit,,2017,TRUE,/incidents/2017/7/29/sky-fire/,,,Shasta,45,,,,2018-01-09T12:12:00Z,,FALSE,TRUE,,,,40.69259,"Blue Sky Road, east of Bella Vista ",-122.17384,FALSE,Sky Fire,100,,TRUE,"The Sky Fire started July 29 2017 near Blue Sky Road, east of Bella Vista (Shasta County) and burned 17 acres.","Sky Fire, July 29 2017, Blue Sky Road, Bella Vista, Shasta County ",2017-07-29T17:29:00Z,Finalized,,,,,
17,FALSE,CAL FIRE San Luis Obispo Unit,,2017,TRUE,/incidents/2017/5/20/rocky-fire/,,,San Luis Obispo,40,,,,2018-01-09T10:06:00Z,,FALSE,TRUE,,,,35.556667,"off of Rocky Creek Road and Old Abode Canyon Road, east of Atascadero",-120.474,FALSE,Rocky Fire,100,,TRUE,"The Rocky Fire started on May 20, 2017 off of Rocky Creek Road and Old Abode Canyon Road, east of Atascadero (San Luis Obispo County) and burned 17 acres.","Rocky Fire, May 2017, off of Rocky Creek Road and Old Abode Canyon Road, east of Atascadero,  San Luis Obispo County",2017-05-20T13:11:00Z,Finalized,,,,,
17,FALSE,CAL FIRE San Benito Monterey Unit,,2017,TRUE,/incidents/2017/5/17/lonoak-fire/,,,Monterey,27,,,,2018-01-09T09:59:00Z,,FALSE,TRUE,,,,36.2771,"Lonoak Road and Airline Road, east of King City",-120.94328,TRUE,Lonoak Fire,100,,TRUE,"The Lonoak Fire started on May 17, 2017 off of Lonoak Road and Airline Road, east of King City (Monterey County) and burned 17 acres.","Lonoak Fire, Lonoak Road, Airline Road, east of King City, Monterey County, May 2017",2017-05-17T15:18:00Z,Finalized,,,,,
17,FALSE,CAL FIRE/Riverside County Fire,,2017,TRUE,/incidents/2017/5/14/canyon-fire/,,,Riverside,33,,,,2018-01-09T09:56:00Z,,FALSE,TRUE,,,,33.88466,"Highway 79, south of Dump Road, Beaumont",-116.99229,FALSE,Canyon Fire,100,,TRUE,"The Canton fire started on May 14, 2017 off Highway 79 and Dump Road, Beaumont (Riverside County) and burned 17 acres.","Canyon Fire, Riverside County, May 2017, HIghway 79, Dump Road, Beaumont",2017-05-14T12:51:00Z,Finalized,,,,,
16,FALSE,Kern County Fire Department,,2017,TRUE,/incidents/2017/6/2/elk-fire/,,,Kern,15,,,,2018-01-09T10:23:00Z,,FALSE,TRUE,,,,35.188,4 miles south of Buttonwillow ,-119.2877,FALSE,Elk Fire,100,,TRUE,"The Elk Fire started on June 2, 2017 4 miles south of Buttonwillow in Kern County and burned 16 acres. ","Kern County, June 2016, Buttonwillow, ELk Fire",2017-06-02T18:55:00Z,Finalized,,,,,
16,FALSE,CAL FIRE San Bernardino Unit,,2017,TRUE,/incidents/2017/5/29/matz-fire/,,,San Bernardino,36,,,,2018-01-09T10:22:00Z,,FALSE,TRUE,,,,34.04412,"Big Morongo Canyon Preserve, Morongo Valley",-116.55326,FALSE,Matz Fire,100,,TRUE,"The Matz Fire started on May 29, 2017, in Big Morongo Canyon Preserve, Morongo Valley, in San Bernardino County and burned 16 acres.","Matz Fire, Big Morongo Canyon Preserve, Morongo Valley, San Bernardino County, May 2017",2017-05-29T01:20:00Z,Finalized,,,,,
16,FALSE,CAL FIRE Fresno-Kings Unit,,2017,TRUE,/incidents/2017/5/28/rusty-fire/,,,Fresno,10,,,,2018-01-09T10:17:00Z,,FALSE,TRUE,,,,36.96642,"off Millerton Rd. and Rusty Spur Ln., 10 miles N. of Clovis",-119.58292,FALSE,Rusty Fire,100,,TRUE,"The Rusty Fire started on May 28, 2017 off Millerton Rd and Rusty Spur Ln, 10 miles north of Clovis Fresno County and burned 16 acres.","Rusty Fire, May 2017, Millerton Rd, Rusty Spur Ln, Clovis Fresno County",2017-05-28T07:49:00Z,Finalized,,,,,
15,FALSE,CAL FIRE Tehama-Glenn Unit,,2017,TRUE,/incidents/2017/8/10/paskenta-fire/,,,Tehama,52,,,,2018-01-09T12:31:00Z,,FALSE,TRUE,,,,39.87983,Round Valley Rd and Paskenta Rd in Paskenta ,-122.5415,FALSE,Paskenta Fire ,100,,TRUE,"The Paskenta Fire started on August 10,2017, off Round Valley Road and Paskenta Road in Paskenta (Tehama County) and burned 15 acres. ","Round Valley Rd, Paskenta Rd, Wildfire, August 2017, Paskenta, Tehama County",2017-08-10T17:24:00Z,Finalized,,,,,
15,FALSE,CAL FIRE Nevada - Yuba - Placer Unit,,2017,TRUE,/incidents/2017/7/27/greenhorn-fire/,,,Nevada,29,,,,2018-01-09T12:06:00Z,,FALSE,TRUE,,,,39.16826,"Greenhorn Access Rd, Rollins Lake (Nevada Co)",-120.95498,FALSE,Greenhorn Fire,100,,TRUE,"The Greenhorn Fire Started on July 27 2017 near Greenhorn Access Rd, Rollins Lake (Nevada County) and burned 15 acres.","Greenhorn Fire, July 2017, Nevada county, Greenhorn Access Rd, Rollins Lake",2017-07-27T14:49:00Z,Finalized,,,,,
15,FALSE,CAL FIRE Lassen-Modoc Unit,,2017,TRUE,/incidents/2017/7/17/centerville-fire/,,,Modoc,25,,,,2018-01-09T11:58:00Z,,FALSE,TRUE,,,,41.45589,"County Road 60 and 54, Alturas",-120.56933,FALSE,Centerville Fire,100,,TRUE,"The Centerville fire started on July 17, 2017 off County Road 60 and 54, alturas in Modoc County and burned 15 acres.","Centerville, Modoc County, July 17, 2017, ",2017-07-17T13:38:00Z,Finalized,,,,,
15,FALSE,CAL FIRE San Benito-Monterey,,2017,TRUE,/incidents/2017/6/28/alvarado-fire/,,,Monterey,27,,,,2018-01-09T11:10:00Z,,FALSE,TRUE,,,,35.947,Alvarado Rd and Wunpost in the community of Bradley,-120.87492,FALSE,Alvarado Fire,100,,TRUE,"The Alvarado Fire started on June 28, 2017 off of Alvarado Rd and Wunpost in the community of Bradley (Monterey County) and burned 15 acres.","Alvarado Rd, Wunpost, Bradley, June 2017, Monterey County, Alvarado Fire",2017-06-28T09:30:00Z,Finalized,,,,,
15,FALSE,CAL FIRE Tuolumne-Calaveras Unit,,2017,TRUE,/incidents/2017/5/28/lombardi-fire/,,,Calaveras,5,,,,2018-01-09T10:21:00Z,,FALSE,TRUE,,,,38.19906,"off Hwy 26 and Hwy 12, 4 miles SW of Mokelumne Hill",-120.83484,FALSE,Lombardi Fire,100,,TRUE,"The Lombardi Fire started on May 28, 2017 off Hwy 26 and Hwy 12, 4 miles sw of Mokelumne Hill and burned 15 acres.","Lombardi Fire, May 2017 Hwy 26, Hwy 12, Mokelumne Hill",2017-05-28T15:30:00Z,Finalized,,,,,
15,FALSE,CAL FIRE Riverside Unit,,2017,TRUE,/incidents/2017/4/13/66-fire/,,,Riverside,33,,,,2018-01-09T09:50:00Z,,FALSE,TRUE,,,,33.56777,Avenue 66 and Hwy 111 near community of Mecca,-116.08003,FALSE,66 Fire,100,,TRUE,"66 Fire started on April 13, 2017 near Avenue 66 and Highway 111, near the community of Mecca (Riverside County) and burned 30 acres.","66 Fire, Avenue 66 and Highway 111 near Mecca, Riverside County, April 2017",2017-04-13T02:30:00Z,Finalized,,,,,
14,FALSE,Santa Barbara County Fire,,2017,TRUE,/incidents/2017/12/16/drum-fire/,,,Santa Barbara,42,,,,2018-01-09T13:49:00Z,,FALSE,TRUE,,,,34.71796,"off Drum Canyon Rd, south of Los Alamos",-120.27077,FALSE,Drum Fire,100,,TRUE,"The Drum Fire started December 16, 2017 off Drum Canyon Rd, south of Los Alamos (Santa Barbara County) and burned 14 acres. It was contained on December 17, 2017. ","Drum Fire, Santa Barbara County, Drum Canyon Road, Los Alamos, December 16, 2017",2017-12-16T12:21:00Z,Finalized,,,,,
14,FALSE,Santa Barbara County Fire,,2017,TRUE,/incidents/2017/12/14/coast-fire/,,,Santa Barbara,42,,,,2018-01-09T13:49:00Z,,FALSE,TRUE,,,,34.605358,"off the 3500 Block of Highway 1, south east of Lompoc",-120.414875,FALSE,Coast Fire,100,,TRUE,"The Coast Fire started on December 14, 2017 off the 3500 Block of Highway 1, South east of Lompoc (Santa Barbara County) and burned 14 acres. It was contained on December 15, 2017.","Coast Fire, December 14, 2017, Lompoc, Santa Barbara County, Highway 1",2017-12-14T12:59:00Z,Finalized,,,,,
14,FALSE,CAL FIRE Butte Unit,,2017,TRUE,/incidents/2017/7/2/desabla-fire/,,,Butte,4,,,,2018-01-09T11:17:00Z,,FALSE,TRUE,,,,39.8629,"off Desabla Powerhouse Rd and Humbug Rd, Desabla",-121.6268,FALSE,Desabla Fire,100,,TRUE,"The Desable Fire started on July 2, 2017 off Desabla Powerhouse Rd and Humbug Rd, Desabla and burned 14 acres.","Desabla Fire, Butte County, July 2017, Desabla Powerhouse Road, Humbug Road, Desabla",2017-07-02T13:43:00Z,Finalized,,,,,
14,FALSE,CAL FIRE San Benito-Monterey Unit,,2017,TRUE,/incidents/2017/6/9/hog-fire/,,,Monterey,27,,,,2018-01-09T10:29:00Z,,FALSE,TRUE,,,,35.80375,"Hog Canyon Rd & Ranchita Canyon Rd, southeast of Parkfield",-120.52508,FALSE,Hog Fire,100,,TRUE,"The Hog Canyon fire started on June 9, 2017 off of Hog Canyon Rd & Ranchita Canyon Rd, southeast of Parkfield in Monterey County and burned 14 acres.","Hog Canyon, Ranchita Canyon Rd, Parkfield, June 2017, Monterey County",2017-06-09T16:15:00Z,Finalized,,,,,
14,FALSE,CAL FIRE/Riverside County Fire,,2017,TRUE,/incidents/2017/5/18/moraga-fire/,,,Riverside,33,,,,2018-01-09T10:05:00Z,,FALSE,TRUE,,,,33.97155,"Avenue Juan Diaz and Riverside Drive, Jurupa Valley",-117.44148,FALSE,Moraga Fire,100,,TRUE,"The Moraga Fire started on May 18, 2017 off of Avenue Juan Diaz and Riverside Drive, Jurupa Valley, Riverside County and burned 14 acres.","Moraga Fire, Avenue Juan Diaz and Riverside Drive, Jurupa Valley, Riverside County, May 2017",2017-05-18T17:25:00Z,Finalized,,,,,
13,FALSE,CAL FIRE Tuolumne-Calaveras Unit,,2017,TRUE,/incidents/2017/10/18/milton-fire/,,,Stanislaus,50,,,,2018-01-09T13:41:00Z,,FALSE,TRUE,,,,37.89532,off Milton Road and Sonora Road north of Woodward Reservoir Park,-120.84748,FALSE,Milton Fire,100,,TRUE,"The Milton Fire started on October 18, 2017 off Milton Road and Sonora Road north of Woodward Reservoir Park (Stanislaus County) and burned 13 acres.","Milton Fire, October, 2017, Milton Road, Sonora Road, Stanislaus County, vegetation, 22",2017-10-18T12:53:00Z,Finalized,,,,,
13,FALSE,CAL FIRE Amador-El Dorado Unit,,2017,TRUE,/incidents/2017/7/25/woodland-fire/,,,El Dorado,9,,,,2018-01-09T12:06:00Z,,FALSE,TRUE,,,,38.69775,"Woodland Court, Community of Oak Hill",-120.73757,FALSE,Woodland Fire,100,,TRUE,"The Woodland fire started on July 25, 2017 off Woodland Court, in the Community of Oak Hill in El Dorado County and burned 13 acres.","Woodland Fire, El Dorado County, Community of Oak Hill, July 25, 2017",2017-07-25T14:13:00Z,Finalized,,,,,
13,FALSE,CAL FIRE Amador-El Dorado Unit,,2017,TRUE,/incidents/2017/7/12/rosado-fire/,,,El Dorado,9,,,,2018-01-09T11:53:00Z,,FALSE,TRUE,,,,38.67474,"off Rosado Rd, El Dorado Hills ",-121.06088,FALSE,Rosado Fire,100,,TRUE,"The Rosado Fire fire started July 12 2017 off Rosado Rd, El Dorado Hills (El Dorado County) and burned 13 acres. ","Rosado Fire, Rosado Road, El Dorado County, El Dorado, July 2017,",2017-07-12T13:51:00Z,Finalized,,,,,
13,FALSE,CAL FIRE San Bernardino Unit / San Bernardino National Forest,,2017,FALSE,/incidents/2017/7/4/silver-fire/,,,San Bernardino,36,,,,2018-01-09T11:42:00Z,,FALSE,TRUE,,,,34.304722,"Off Hwy 138 & Sawpit Canyon Rd, southwest of Silverwood Lake",-117.3125,FALSE,Silver Fire,100,,TRUE,"The Silver Fire started on July 4, 2017 off Hwy 138 & Sawpit Canyon Rd, southwest of Silverwood Lake (San Bernardino County and burned 13 acres.","Silver Fire, Hwy 138, Sawpit Canyon Rd, Silverwood Lake, San Bernardino County, July 2017",2017-07-04T13:15:00Z,Finalized,,,,,
12,FALSE,CAL FIRE/Butte County Fire,,2017,TRUE,/incidents/2017/9/12/pacific-fire/,,,Butte,4,,,,2018-01-09T13:21:00Z,,FALSE,TRUE,,,,39.44257,"off Pacific Heights Road, west of Palermo",-121.60683,FALSE,Pacific Fire,100,,TRUE,"The Pacific Fire started on September 12, 2017 off Pacific Heights Rd, west of Palmero in Butte County and burned 12 acres.","Pacific Heights Rd, Butte County, Pacific Fire, Palermo, September 2017",2017-09-12T17:24:00Z,Finalized,,,,,
12,FALSE,CAL FIRE San Diego Unit,,2017,TRUE,/incidents/2017/6/4/dehesa-fire/,,,San Diego,37,,,,2018-01-09T10:25:00Z,,FALSE,TRUE,,,,0,"off of Dehesa Rd and Sloane Canyon Rd, Dehesa",0,FALSE,Dehesa Fire,100,,TRUE,"The Dehesa Fire started on June 4, 2017 off of Dehesa Rd and Sloane Canyon Rd, Dehesa in San Diego County and burned 12 acres. ","June 12, Dehesa Rd and Sloane Canyon Rd, Dehesa, San Diego County",2017-06-04T11:04:00Z,Finalized,,,,,
12,FALSE,CAL FIRE San Luis Obispo Unit,,2017,TRUE,/incidents/2017/5/7/shandon-fire/,,,San Luis Obispo,40,,,,2018-01-09T09:55:00Z,,FALSE,TRUE,,,,35.6879,"Off Lucy Brown Rd, in Shandon",-120.3317,FALSE,Shandon Fire,100,,TRUE,"The Shandon Fire started on May 7, 2017 off Lucy Brown Rd in Shandon (San Luis Obispo County) and burned 12 acres.","Shandon Fire, San Luis Obispo County, Lucy Brown Rd, Shandon, May 2017",2017-05-07T16:41:00Z,Finalized,,,,,
12,FALSE,CAL FIRE/Riverside County Fire,,2017,TRUE,/incidents/2017/4/30/jameson-fire/,,,Riverside,33,,,,2018-01-09T09:54:00Z,,FALSE,TRUE,,,,33.7866,"Jameson Rd and Clay Canyon Dr., south of Corona",-117.5048,FALSE,Jameson Fire,100,,TRUE,"The Jameson Fire started on April 20, 2017 off of Jameson Rd and Clay Canyon Dr., south of Corona in Riverside County and burned 12.5 acres. ","Jameson Rd and Clay Canyon Dr., south of Corona, April 2017, Riverside County, Jameson Fire",2017-04-30T19:43:00Z,Finalized,,,,,
12,FALSE,CAL FIRE Madera-Mariposa-Merced Unit,,2017,TRUE,/incidents/2017/12/31/taglio-fire/,,,Merced,24,,,,2018-01-09T10:05:00Z,,FALSE,TRUE,,,,37.21812,"Interstate 5 near Taglio Road, Gustine",-121.07761,FALSE,Taglio Fire,100,,TRUE,"The Taglio Fire started on May 19, 2017 off of Interstate 5 and Taglio Road, Gustine (Merced County) and burned 12 acres.","Taglio Fire, May 2017, Interstate 5, Taglio Road, Gustine, Merced County",1969-12-31T16:00:00Z,Finalized,,,,,
11,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2017,TRUE,/incidents/2017/7/31/independence-fire/,,,Sonoma,49,,,,2018-01-09T12:15:00Z,,FALSE,TRUE,,,,38.70289,"Independence Lane, 2 miles south of Geyserville",-122.90217,FALSE,Independence Fire,100,,TRUE,"The Independence Fire started July 31 2017 off Independence Lane, 2 miles south of Geyserville (Sonoma County) and burned 11 acres.","Independence Fire, Sonoma County, July 2017, Independence Lane, Geyserville",2017-07-31T23:17:00Z,Finalized,,,,,
11,FALSE,CAL FIRE Riverside Unit,,2017,TRUE,/incidents/2017/7/2/lisa-fire/,,,Riverside,33,,,,2018-01-09T11:16:00Z,,FALSE,TRUE,,,,33.913089,"off Gilman Springs Rd and Alessandro Blvd., east of Moreno Valley",-117.096233,FALSE,Lisa Fire,100,,TRUE,"The Lisa Fire started on July 2, 2017 off Gilman Springs Rd and Alessandro Blvd, east of Moreno Valley and burned 11 acres.","Lisa Fire, Riverside, Gilman Springs Rd, Alessandro Blvd, Moreno Valley, July 2017",2017-07-02T13:04:00Z,Finalized,,,,,
